name,city,income,credit_score,loan_amount,years_employed,points,loan_approved
Maria Malone,Davishaven,121891,602,10514,34,75.0,True
Lauren Walsh,East Mark,69608,405,20294,1,25.0,False
Stacy Hudson,East Pamela,115097,410,13121,14,55.0,False
Charles Costa,Elliottton,83516,717,41777,1,50.0,False
Kara Sanders MD,Comptontown,45292,752,12397,13,65.0,True
Tommy Ramsey,West Elizabeth,48320,670,43610,15,50.0,False
Kelly Sandoval,Port Loriport,35943,303,23589,26,25.0,False
Autumn Thomas,Petersonside,34877,450,27622,37,25.0,False
Kimberly Thomas,Claytonside,69893,691,38546,24,60.0,True
Mark Mclean,North Anna,94569,736,7439,9,75.0,True
Renee Edwards,Tinaville,45220,557,13585,17,30.0,False
Chase Matthews,Melissaview,42739,341,2930,10,40.0,False
Danny Smith,Burkefurt,60775,364,4614,7,45.0,False
Pamela Gordon,North Elizabethmouth,146294,326,4140,4,50.0,False
Anthony Wong,West Crystalland,100457,629,4560,29,75.0,True
Christopher Soto,Port Brandi,47781,753,43078,26,60.0,True
Amber Richardson,Josephfort,80940,751,30012,38,80.0,True
Christopher Klein,Mcclurefurt,89459,721,45000,8,60.0,True
Haley Peters,Lake Moniquefort,78629,693,4125,10,80.0,True
Tara Jones,Andrewhaven,117881,846,18222,4,85.0,True
Christina Chavez,East Stephaniemouth,127404,666,47852,10,65.0,True
Thomas Morales,Stephensland,121289,775,1697,13,95.0,True
Stephanie Martin,North Carrietown,100804,688,8380,14,85.0,True
Cynthia Palmer,Davidfort,84935,653,25640,7,55.0,False
Jermaine Vance,Kurtshire,106983,350,48578,10,45.0,False
Erica Thomas,Carterton,127290,396,29256,17,55.0,False
Sandra Ross,East Rebeccafort,125236,825,12161,11,100.0,True
Roy Fowler,Shannonshire,50253,849,12953,6,75.0,True
Debbie Arias,Jacksonside,146052,648,49139,31,65.0,True
Melissa Kim,Delacruzbury,84379,548,8535,32,50.0,False
Michael Flores,West Jeremymouth,115841,323,33297,37,50.0,False
Mallory Powell,South Timothyton,42978,712,33536,15,50.0,False
Kelly Aguirre,West Kathyfurt,139273,447,6528,10,60.0,True
Mark Murphy,North Victoria,94139,674,1972,21,80.0,True
Jillian Garcia,Richardberg,110694,374,35264,11,50.0,False
Kenneth Murphy,Novakton,83492,847,45686,17,80.0,True
Marcus Weaver,East Davidton,66666,638,3222,38,65.0,True
Crystal Wilkinson,Proctorview,34288,819,20127,8,60.0,True
Larry Mathis,Lake Christopherstad,120476,762,42029,34,85.0,True
Tonya Potter,Lake Dianaland,78566,665,12733,15,65.0,True
Jennifer Myers,New Kayla,58477,491,2718,39,50.0,False
James Miller,Lake Courtneymouth,88115,806,41005,34,80.0,True
Joshua Vincent MD,Wagnerberg,88287,432,21979,33,50.0,False
Kathleen Brady,Erintown,60947,708,43175,11,60.0,True
Rebecca Wood,Nicolestad,142125,699,25965,39,80.0,True
Jesus Johnson,East Joshuaside,77537,480,49920,21,40.0,False
Debra White,Murrayfurt,43022,500,10198,22,35.0,False
Lisa Lopez,Lake Stephanie,119873,845,49454,36,85.0,True
Rachel Greer,Port Shelia,78147,405,23294,25,45.0,False
Bobby Becker,Jacobmouth,101364,794,12658,21,90.0,True
Wayne Jackson,Port Heather,148187,651,35717,38,70.0,True
Jacqueline Walker,New Jenniferstad,114518,674,2681,31,85.0,True
Tina Herring,Alexismouth,77012,799,45571,18,75.0,True
Courtney Lee,Lake Patriciashire,37936,376,8418,30,35.0,False
Carmen Gonzalez,Brandiview,82184,338,6636,23,55.0,False
Gabriel Murphy,East Jessicastad,66160,519,28491,30,35.0,False
Jillian Stewart,New Josephberg,54878,411,19578,5,35.0,False
Hector Bryant,Lake Brittanyfort,46011,361,40653,8,20.0,False
Adriana Ward,Port Willie,141153,656,27358,10,70.0,True
Taylor Grant,Butlermouth,138028,818,28231,28,95.0,True
Diana Huffman,South Janice,89600,822,23104,17,85.0,True
Gina Chapman,Lauramouth,42015,594,12650,32,45.0,False
Tyler Lozano,Port Heathermouth,116870,326,9921,0,45.0,False
Amanda Solis,Danielleshire,57801,537,5767,15,50.0,False
Shawn Ware,Port Markmouth,114109,370,14654,0,40.0,False
John Boyd,Petersburgh,113819,402,19606,19,55.0,False
Joseph Jensen,Willisfort,108269,447,33740,14,50.0,False
Steven Mccormick,Dawnberg,32799,306,9502,23,30.0,False
Victoria Padilla,Keithland,36629,838,15315,11,65.0,True
Rhonda Rodriguez,East Mary,133126,429,14119,38,55.0,False
Ryan Smith,Claireton,73713,686,49384,0,45.0,False
Kelly Perry,Mooreside,61925,774,23610,1,60.0,True
Pamela Powell,Lake Stephenburgh,46505,658,32462,29,40.0,False
Paul Cox,Timothyfurt,133150,458,38435,2,40.0,False
Luke Dixon,Reyesside,104000,546,48812,6,40.0,False
Joshua White,Hornefort,56896,479,5149,29,50.0,False
Christina Cobb,New Diana,38992,490,2918,20,40.0,False
Christopher Moses,Lake Robert,138765,475,7606,27,60.0,True
Mary Richards,Joelside,130290,447,16496,10,55.0,False
Jack Brandt,West Angela,102641,615,18483,26,70.0,True
Nathaniel Ford,Robinsonfurt,57152,596,17196,1,40.0,False
Debbie King,Carrville,106858,484,30283,38,50.0,False
Shannon Gonzales,New Grant,58305,371,11622,3,35.0,False
Melvin Carlson,Higginsborough,136568,802,47394,20,90.0,True
Trevor Bautista,East Edward,143992,400,9828,23,60.0,True
Richard Roy,East Benjamin,60539,345,18387,35,40.0,False
Robert Parks MD,Baileyborough,73064,681,44735,32,60.0,True
David Nichols,Port Maryton,131498,506,2136,17,60.0,True
Cynthia Hughes,Port Ashleyshire,49340,628,8174,29,50.0,False
Russell Martin,Port Jessica,133369,395,2496,9,55.0,False
Carol Mcintosh,Elizabethland,148034,610,14031,30,75.0,True
Sean Dixon,New Madelinetown,108116,725,31808,5,70.0,True
Kevin Davis,East Raymondberg,30371,455,8573,13,30.0,False
Sean Bradshaw,Ortizberg,66342,354,8547,38,45.0,False
Megan Wilson,Powellberg,142513,485,3742,7,55.0,False
Amanda Taylor,Dorothyhaven,48964,748,17297,12,65.0,True
Nicole Lewis,Ashleychester,47038,689,23106,13,50.0,False
Mary Gibson,Kimberlyville,100807,453,19484,11,55.0,False
Duane Clarke,Garrettberg,62853,645,1572,36,65.0,True
Vicki Hernandez,Nicholastown,134662,498,46916,23,50.0,False
Hannah James PhD,Port Sarahshire,52871,653,9401,37,60.0,True
Alan Davis DVM,East Joshuachester,44408,667,37024,20,40.0,False
Jasmine Farmer,East Meghan,116646,565,5911,9,55.0,False
William Conrad,Martinezburgh,143567,790,16126,35,90.0,True
Antonio George Jr.,South Ronaldshire,33379,322,28023,14,25.0,False
Scott Schmidt,West Luisburgh,47275,307,15538,18,30.0,False
Anthony Smith,Rebeccafurt,31947,808,37990,40,65.0,True
Jay Buchanan,West Scottstad,76955,680,19680,27,70.0,True
Theresa King,East Maryview,133544,772,29454,0,75.0,True
Justin Hammond,North Jaredchester,133341,535,7578,28,60.0,True
Phillip Davis,South Zachary,61186,313,34872,6,30.0,False
Meagan West,New Anthony,107182,410,23460,3,45.0,False
Craig Williams,Garciaton,72437,773,47702,14,70.0,True
Wayne Hess,Michaelhaven,32068,582,33245,19,40.0,False
James Wilson,North Andre,52838,745,12909,22,80.0,True
Kelsey Kelly,Warnerview,64782,808,2945,13,90.0,True
Aaron Gonzalez,New Richard,36868,750,17660,27,60.0,True
Jessica Hernandez,Brendahaven,46614,546,10058,30,35.0,False
Anthony Adams,Colemanport,127218,638,42080,37,65.0,True
Barry Wilson,Chapmanmouth,85176,427,17535,2,40.0,False
Matthew Richards,Port Jenniferview,98955,303,21646,15,50.0,False
Michelle Stewart,North Jonathan,44896,813,3483,37,80.0,True
Ronald Underwood,Loganhaven,127735,804,42869,14,90.0,True
Christina Garza,Port Robertside,38330,599,7688,26,50.0,False
Tina Hernandez,Mitchellton,92422,796,32450,36,80.0,True
David Thompson,Samuelborough,88756,827,44891,37,80.0,True
Lauren Barr,Romanland,131976,570,11822,27,60.0,True
Anthony Murray,North Christopher,77453,356,11378,1,35.0,False
Mary Green,East Mikeshire,97271,825,40024,32,80.0,True
Penny West,North Christopher,107812,755,2468,34,95.0,True
Laurie Roberts,Port Loriland,44293,708,18041,19,50.0,False
Caitlyn Martinez,Alejandrabury,89245,750,34216,23,80.0,True
Adam Thompson,West Amberchester,96039,785,21984,30,85.0,True
Sandra White,South Anna,59038,606,40038,25,50.0,False
Matthew Miller,New Patricia,110623,576,11836,38,55.0,False
Kristin Wagner,Barberfurt,35683,788,44554,40,60.0,True
Andrew Gomez,West Rebeccaland,125321,733,8372,22,85.0,True
Johnny Arnold,East Tony,132659,529,22843,24,55.0,False
Richard Stevens,Whiteton,149111,731,47006,40,75.0,True
Leonard Reyes,Lake Joseph,143636,739,2679,17,85.0,True
Erik Brown,East Annville,116363,695,10328,10,85.0,True
Mrs. Olivia Petersen,Hillside,98347,428,1022,32,55.0,False
Toni Osborne,Amandaside,69535,813,15939,39,85.0,True
Jeffrey Mercer,Mendozahaven,90036,755,40448,36,75.0,True
Alex Whitaker,West Charlesville,114323,554,24445,38,55.0,False
Carla Hoover,Lake Richard,34082,538,14981,30,25.0,False
Stephanie Peterson,North Samantha,37972,628,37457,32,40.0,False
Gary Greer,East Michaelview,92781,609,33479,9,55.0,False
Luis Patterson,Port Jamesport,141057,580,2851,36,75.0,True
Ryan Harrison,Mosleyland,82640,828,9308,16,90.0,True
Laura Payne,New Ambertown,85872,710,31259,35,70.0,True
Devon Ramos,Blackville,119928,531,22394,39,55.0,False
Jay Alvarado,Lake Theresa,44150,705,46644,39,50.0,False
Emily Hunter,Haleyland,94260,635,23300,37,65.0,True
Erik Keller,North Christinaburgh,123375,359,46052,30,50.0,False
Danielle Mcfarland DVM,West Danielfort,149236,380,28687,3,45.0,False
Kyle Mullins,Clarkmouth,88138,554,27921,8,40.0,False
Kerry Murphy,South Toddton,39632,325,39936,36,25.0,False
Chad Moreno,Haroldport,147868,685,25578,17,80.0,True
Natalie Hawkins,Reynoldschester,40589,351,22422,27,25.0,False
Adrian Gibbs,Leroystad,72219,801,30038,21,75.0,True
Alyssa Hayes,Kaylabury,109730,496,34188,38,50.0,False
Carlos Vincent,Jonathanfurt,49442,690,9572,40,60.0,True
Jason Haynes,North Randymouth,38609,655,16001,3,30.0,False
Timothy Coleman,North Gregory,46540,601,12864,28,45.0,False
Stanley Benson,Collinsberg,66046,623,41191,4,40.0,False
Brian Thompson,North Nathanhaven,111830,557,35957,33,50.0,False
Wendy Smith,North Thomashaven,112978,705,32535,31,75.0,True
Bethany Baxter MD,Scotttown,106724,579,30236,8,45.0,False
Jennifer Baker MD,Jonesville,101874,468,4504,13,60.0,True
Crystal Wolf,Petersonchester,123343,654,46641,37,65.0,True
Sharon Patel,Spencerburgh,72622,677,18349,32,65.0,True
Carl Powers,New Mark,79925,559,24725,17,45.0,False
Michael Patterson,Deniseport,108301,778,23186,9,85.0,True
Sarah Jones,East Eric,99541,758,19708,34,85.0,True
Nancy Rowland,South Samuelfurt,68652,511,16918,18,45.0,False
Meghan Jackson,North James,89469,688,45897,10,65.0,True
Stephanie Gomez,Lake Amyland,96263,696,17183,2,65.0,True
Miguel Lee,Lynchbury,109354,632,48132,34,60.0,True
Brianna Hanson,West Melanie,86387,612,1774,2,60.0,True
Sharon French,New Cesarfurt,42999,751,32075,32,60.0,True
Taylor Kirby,Vanessaview,133952,560,17671,23,55.0,False
Jeffrey Petersen,Port Amanda,121983,670,46117,4,65.0,True
Manuel Cole,North Darlenemouth,44996,546,43182,38,25.0,False
Joshua Horne,Morganfurt,141777,735,39425,33,75.0,True
Brittney Tanner,West Victoriamouth,115814,792,38930,8,80.0,True
Ashley Franco,West Nicholas,115316,337,6868,38,60.0,True
Tracey Page,West David,145042,508,37486,14,50.0,False
Carla Young,East Theresaside,130789,811,2971,25,100.0,True
Brooke Keith,East Zachary,102264,827,4235,36,100.0,True
Christy Thomas,Port Darylburgh,124481,535,12516,0,40.0,False
Michael Cruz,Grayton,143441,330,34287,40,55.0,False
Shawna Gillespie,Espinozaville,58183,311,36896,5,30.0,False
Chelsey Reyes,West Bryanbury,86370,596,21927,15,60.0,True
Angela Dixon,Port Timothychester,89186,441,13778,20,50.0,False
Sean Chapman,North Adamtown,146403,768,27494,11,90.0,True
Robert Ramirez,Stephanieshire,59949,688,29674,4,50.0,False
Steven Price,Christophertown,84239,702,25311,19,70.0,True
Michelle Padilla,West Aaron,74424,757,36497,20,70.0,True
Lucas Nielsen,Kelseyfort,138451,342,35261,39,50.0,False
Raymond Wolf,Barnesborough,89441,601,37304,9,50.0,False
Nicholas Cunningham,Mooremouth,82262,315,35600,14,40.0,False
Kristin Meyer,South Allisonfort,84524,374,24860,1,30.0,False
Kevin White,Anthonyshire,125631,765,25710,1,75.0,True
Cynthia Johnson,East Ryanstad,42463,765,42357,33,60.0,True
Sandra Lopez,West Tiffanyside,70966,305,38462,23,35.0,False
Teresa Bowers,Matthewmouth,85936,420,31183,31,45.0,False
Michael Lambert,South Kenneth,70963,489,5890,6,45.0,False
Rebecca Newman,West Christopher,117177,712,10028,27,85.0,True
Christopher Morrison,Cookshire,63408,376,30443,3,25.0,False
Sierra Gentry,Jenniferstad,79060,572,9643,6,45.0,False
Hannah Carter,Basston,50006,626,29515,32,50.0,False
Ryan Thomas,Tylertown,120023,318,49124,3,35.0,False
James Schaefer,Robertton,92163,770,12251,13,85.0,True
Diana Lin,New Frank,38799,635,48259,17,40.0,False
Brandon Meyer,East Haley,41957,763,16752,5,60.0,True
Jason Price,Adamland,139022,360,24031,35,55.0,False
Nicole Brown,New Nathantown,41188,482,31397,6,20.0,False
